student_id,gender,grade_level,attendance_pct,study_hours_per_day,math_score,science_score,english_score,history_score,overall_score,performance_tier
STU05607,Female,9,62.1,3.1,59.2,64.9,53.4,62.6,60.4,Low
STU05608,Male,12,63.4,0.7,58.7,62.6,69.1,65.0,63.2,Low
STU05609,Male,11,72.8,5.0,56.4,53.1,56.2,75.7,59.2,Medium
STU05610,Female,12,79.5,2.0,72.2,53.9,66.2,68.4,64.8,Medium
STU05611,Male,12,88.8,6.9,70.6,62.5,60.7,70.6,66.2,High
STU05612,Male,11,88.0,2.9,62.3,72.6,79.3,74.0,71.1,Medium
STU05613,Female,11,73.9,0.5,66.0,70.7,64.2,78.5,69.6,Low
STU05614,Female,11,91.7,7.6,50.1,48.4,73.6,69.6,58.2,High
STU05615,Male,11,73.9,3.9,69.4,67.2,74.4,60.4,67.9,Medium
STU05616,Male,12,63.4,2.1,60.6,72.1,63.1,54.1,63.3,Low
STU05617,Male,9,57.3,3.7,64.6,64.7,60.7,68.4,64.6,Low
STU05618,Male,9,87.5,6.6,64.5,75.2,58.5,68.4,67.3,High
STU05619,Male,9,75.2,4.4,70.2,75.5,70.1,48.2,67.4,Medium
STU05620,Male,9,87.2,6.6,63.0,67.2,58.5,75.0,65.8,High
STU05621,Male,10,87.8,6.7,54.9,66.4,50.2,78.5,62.1,High
STU05622,Female,12,61.2,2.3,64.2,60.4,71.2,68.4,65.3,Low
STU05623,Male,11,70.0,2.0,56.6,65.4,58.9,61.0,60.6,Low
STU05624,Male,10,60.2,1.9,74.8,73.7,63.5,65.6,70.4,Low
STU05625,Male,9,86.4,6.3,70.2,72.1,57.7,49.4,64.1,High
STU05626,Male,10,65.5,3.2,64.6,53.6,80.2,61.3,63.8,Low
STU05627,Female,12,85.9,3.6,66.3,69.5,55.0,49.0,61.5,Medium
STU05628,Male,12,66.2,3.0,71.5,59.0,68.9,59.6,64.8,Medium
STU05629,Male,9,71.5,5.0,75.7,65.0,82.1,55.4,69.7,Medium
STU05630,Female,11,92.8,5.9,71.8,61.0,62.8,64.2,65.2,High
STU05631,Female,9,59.1,4.0,82.5,55.9,56.9,66.3,66.2,Low
STU05632,Male,11,70.0,2.6,74.6,72.1,71.3,72.6,72.8,Medium
STU05633,Male,11,98.5,4.7,70.1,58.9,50.6,66.6,62.1,High
STU05634,Male,10,96.0,4.6,62.4,56.9,77.7,70.0,65.3,High
STU05635,Female,11,92.2,7.6,56.9,48.5,72.3,71.0,60.3,High
STU05636,Female,10,94.5,6.7,61.2,71.5,61.5,71.2,66.4,High
STU05637,Female,12,60.8,2.6,70.0,63.7,62.1,49.9,62.5,Medium
STU05638,Male,11,56.1,2.6,63.0,71.9,69.8,58.8,66.2,Low
STU05639,Male,12,85.0,8.9,64.9,59.5,55.1,59.8,60.3,High
STU05640,Female,9,88.2,6.6,60.6,70.3,52.0,65.2,62.7,High
STU05641,Female,10,78.3,2.5,69.4,68.1,73.4,52.2,66.4,Medium
STU05642,Female,9,70.9,1.6,55.1,67.3,79.7,65.3,65.7,Low
STU05643,Female,10,69.9,3.8,65.0,63.9,62.0,75.6,66.2,Medium
STU05644,Female,10,63.0,1.0,60.0,67.2,57.8,62.3,62.2,Medium
STU05645,Male,9,64.1,7.1,67.4,59.4,50.7,89.1,66.0,Medium
STU05646,Female,11,70.0,4.9,76.3,75.6,64.6,69.6,72.4,Medium
STU05647,Female,10,84.6,5.7,60.3,62.6,72.0,71.2,65.5,High
STU05648,Male,11,67.0,6.1,52.9,76.4,64.7,48.7,61.5,Medium
STU05649,Male,9,78.0,2.4,63.4,54.6,54.9,66.9,59.8,Medium
STU05650,Male,11,79.1,2.3,59.2,67.6,75.2,71.2,67.3,Medium
STU05651,Male,11,71.3,2.7,79.4,82.8,53.0,55.4,70.3,Medium
STU05652,Female,12,90.5,6.9,63.0,61.1,68.3,76.5,66.2,Medium
STU05653,Female,10,87.4,8.4,65.8,63.8,66.4,76.8,67.5,High
STU05654,Male,11,75.5,3.2,67.0,68.3,65.6,76.2,68.9,Medium
STU05655,Male,11,82.5,7.5,66.6,60.9,68.3,68.2,65.6,High
STU05656,Female,11,87.9,6.9,62.7,71.8,53.0,60.1,63.0,High
STU05657,Male,9,69.4,5.4,61.8,79.0,55.2,68.2,66.9,Medium
STU05658,Female,10,54.5,1.6,57.5,72.7,62.1,62.6,64.0,Low
STU05659,Male,10,64.1,2.4,71.5,76.8,56.4,65.5,68.9,Low
STU05660,Female,10,71.9,4.1,70.8,74.6,57.8,79.9,71.2,Medium
STU05661,Male,12,90.3,4.8,74.2,63.1,69.4,74.1,69.9,High
STU05662,Female,12,90.9,4.4,69.7,69.7,66.2,62.6,67.6,High
STU05663,Male,9,47.4,2.6,69.0,72.6,63.0,69.4,69.0,Low
STU05664,Male,10,71.8,3.8,60.7,68.9,72.0,65.9,66.5,Medium
STU05665,Female,10,73.4,3.7,69.9,87.2,63.1,67.2,73.2,Medium
STU05666,Female,10,46.4,2.5,55.6,62.0,62.3,64.4,60.6,Low
STU05667,Male,10,70.8,4.3,62.8,49.3,64.9,75.4,61.7,Medium
STU05668,Male,12,41.6,0.9,71.9,66.5,60.1,52.7,64.1,Low
STU05669,Male,12,87.0,7.6,66.9,76.9,65.8,69.4,70.2,High
STU05670,Female,12,87.2,7.3,45.8,79.5,61.0,66.7,63.1,Medium
STU05671,Female,12,31.9,0.5,64.4,68.7,51.4,77.8,65.8,Low
STU05672,Female,12,72.0,3.9,64.8,55.0,70.9,52.5,60.6,Medium
STU05673,Female,10,69.2,4.3,50.8,77.6,63.1,74.5,66.0,Medium
STU05674,Female,11,69.1,2.7,80.2,66.1,43.7,70.8,66.8,Medium
STU05675,Female,9,52.8,1.1,50.6,66.4,80.1,65.0,64.1,Low
STU05676,Male,9,89.3,6.6,67.6,62.2,61.5,63.2,63.9,High
STU05677,Female,12,71.3,6.0,69.7,69.5,64.3,71.0,68.8,Medium
STU05678,Male,11,92.5,5.8,56.4,63.5,73.4,76.4,65.9,High
STU05679,Male,11,69.2,4.5,65.1,52.4,66.6,77.2,64.0,Medium
STU05680,Male,11,83.7,8.5,53.7,62.1,72.9,71.5,63.6,High
STU05681,Female,10,90.3,7.1,70.5,59.6,52.5,55.6,60.6,High
STU05682,Female,11,68.0,3.4,61.0,51.9,49.2,71.1,57.9,Medium
STU05683,Male,12,50.5,2.2,75.0,62.0,65.1,67.8,67.7,Low
STU05684,Female,10,96.7,8.0,62.4,62.1,57.9,67.6,62.4,High
STU05685,Male,9,93.6,6.0,61.0,55.0,70.3,51.1,59.1,High
STU05686,Female,11,51.6,2.8,58.8,67.1,58.4,64.0,62.2,Low
STU05687,Female,9,76.6,5.8,69.1,72.4,66.8,63.5,68.5,Medium
STU05688,Male,11,65.7,0.9,55.5,73.9,76.8,72.6,68.7,Low
STU05689,Male,11,86.5,6.0,58.5,49.3,71.9,63.9,59.5,High
STU05690,Female,9,68.9,3.9,64.0,82.3,70.8,68.1,71.7,Medium
STU05691,Female,11,85.4,7.1,59.5,72.6,64.9,68.1,66.2,High
STU05692,Male,12,97.6,5.2,63.1,65.1,69.2,63.8,65.1,High
STU05693,Female,11,70.2,2.5,68.8,70.8,68.7,54.9,66.6,Medium
STU05694,Female,10,83.9,7.1,48.8,66.6,67.7,74.1,63.0,Medium
STU05695,Male,12,56.4,2.6,68.9,56.7,60.1,66.0,62.9,Low
STU05696,Male,12,82.1,3.8,54.4,73.4,57.1,60.5,61.9,Medium
STU05697,Female,9,86.8,1.0,59.2,55.2,56.1,73.1,60.2,Medium
STU05698,Female,12,73.6,2.0,53.9,72.6,52.1,57.7,59.9,Medium
STU05699,Male,12,53.0,1.4,57.4,68.6,54.0,88.1,66.2,Low
STU05700,Male,10,72.6,3.3,73.7,71.5,59.9,60.1,67.6,Medium
STU05701,Female,9,68.5,2.3,57.9,50.1,65.7,59.7,57.5,Medium
STU05702,Male,12,67.4,5.9,51.9,64.1,66.2,81.4,64.3,Medium
STU05703,Female,12,81.7,2.9,51.3,75.0,67.4,50.4,61.4,Medium
STU05704,Male,11,76.7,2.0,75.0,63.5,65.1,64.1,67.4,Medium
STU05705,Male,11,49.5,2.5,62.9,73.0,50.0,61.3,63.0,Low
STU05706,Female,12,82.8,2.8,64.6,54.2,59.9,54.4,58.5,Medium
STU05707,Female,11,80.0,2.8,44.3,64.9,60.4,71.8,59.2,Low
STU05708,Female,10,95.8,4.4,58.7,62.9,62.3,75.1,64.0,High
STU05709,Male,10,72.6,3.0,66.7,47.4,53.3,72.3,59.4,Medium
STU05710,Male,10,63.5,0.5,72.7,71.2,60.7,62.3,67.8,Low
STU05711,Male,12,90.3,5.4,62.6,79.7,61.8,68.3,68.7,High
STU05712,Female,12,64.7,2.3,60.7,70.3,72.8,68.6,67.6,Low
STU05713,Female,9,68.6,3.6,73.2,78.4,52.4,67.5,69.5,Medium
STU05714,Female,12,49.4,0.9,73.7,70.7,62.7,74.5,70.8,Low
STU05715,Female,12,68.3,3.4,82.6,59.5,54.2,74.7,68.4,Medium
STU05716,Female,9,70.4,1.1,54.2,60.8,72.3,65.3,62.0,Medium
STU05717,Female,10,91.8,6.3,56.4,74.8,71.2,68.0,67.2,High
STU05718,Male,12,89.4,3.9,69.4,59.1,62.9,49.8,61.1,Medium
STU05719,Male,9,80.8,7.2,68.3,63.2,76.0,67.6,68.2,High
STU05720,Female,12,85.9,7.1,58.7,66.9,64.6,74.4,65.5,High
STU05721,Male,11,97.2,7.7,69.9,71.7,66.4,59.0,67.6,High
STU05722,Male,11,77.8,4.2,56.9,48.7,77.0,58.0,58.7,Medium
STU05723,Male,12,37.2,2.6,60.9,80.4,76.4,77.7,73.2,Low
STU05724,Male,9,93.7,9.4,67.3,64.6,76.3,66.8,68.2,High
STU05725,Female,9,87.0,4.2,57.4,65.0,48.3,71.5,60.7,High
STU05726,Male,9,77.5,5.8,71.1,69.9,57.4,69.9,67.8,Medium
STU05727,Female,10,86.8,7.1,68.5,59.7,75.8,54.6,64.5,High
STU05728,Female,10,97.0,4.2,59.3,75.8,73.1,62.8,67.7,High
STU05729,Female,9,92.2,5.6,64.5,62.3,54.6,66.8,62.3,High
STU05730,Male,11,62.6,2.8,60.6,64.7,76.9,63.1,65.6,Low
STU05731,Male,12,58.5,1.5,66.8,75.4,71.4,44.9,65.9,Low
STU05732,Female,9,73.3,5.5,75.0,73.6,72.2,69.8,73.0,Medium
STU05733,Male,11,80.4,3.6,65.9,92.5,65.8,59.7,72.6,Medium
STU05734,Female,10,74.2,4.9,53.5,79.4,72.5,62.8,66.9,Medium
STU05735,Female,11,79.2,2.4,77.6,77.9,49.8,67.3,70.1,Medium
STU05736,Female,10,74.0,1.9,63.8,51.2,61.1,74.2,61.6,Medium
STU05737,Female,12,76.7,4.8,83.8,69.7,60.6,67.4,71.6,Medium
STU05738,Female,11,79.6,3.9,62.6,71.2,67.6,77.3,69.1,Medium
STU05739,Male,12,98.4,6.1,61.8,69.0,62.8,57.5,63.3,High
STU05740,Male,12,65.1,2.8,62.3,53.7,50.2,69.2,58.7,Medium
STU05741,Female,9,63.7,3.7,35.5,56.2,53.7,58.2,49.9,Low
STU05742,Female,10,84.5,3.4,62.7,50.4,71.3,47.2,57.6,Medium
STU05743,Male,9,48.3,1.7,83.9,60.6,60.8,65.1,68.5,Low
STU05744,Male,11,71.3,1.8,74.1,56.8,69.7,70.0,67.2,Low
STU05745,Male,11,96.4,4.2,72.1,66.9,53.8,69.9,66.4,High
STU05746,Male,11,80.9,3.7,62.7,69.5,56.5,62.6,63.5,Medium
STU05747,Female,10,73.5,5.8,84.3,65.1,54.8,64.4,68.7,Medium
STU05748,Female,11,62.6,1.3,53.8,48.9,62.3,70.3,57.3,Low
STU05749,Female,9,46.9,2.0,61.4,69.5,71.7,66.4,66.9,Low
STU05750,Female,9,70.8,3.6,70.9,42.9,58.5,50.0,55.8,Medium
STU05751,Female,9,91.9,3.0,65.2,64.4,61.1,69.6,65.0,High
STU05752,Female,12,58.9,2.2,67.6,61.5,59.5,61.9,63.0,Low
STU05753,Female,9,96.7,7.4,65.7,66.2,61.1,61.0,64.0,High
STU05754,Female,9,48.4,3.4,59.5,57.3,84.1,50.6,62.0,Low
STU05755,Male,11,44.7,2.4,61.0,72.0,76.9,73.2,69.9,Low
STU05756,Female,9,73.4,4.9,70.4,85.2,69.3,61.9,72.9,Medium
STU05757,Male,12,71.0,4.2,58.7,65.5,60.7,62.0,61.8,Medium
STU05758,Male,12,76.1,5.8,52.5,78.7,73.0,58.1,65.6,Medium
STU05759,Male,10,81.2,5.1,67.3,75.0,51.4,67.2,66.4,Medium
STU05760,Female,9,71.3,4.1,50.3,71.5,56.4,69.2,61.7,Medium
STU05761,Female,10,70.1,3.9,66.9,65.2,68.0,66.6,66.6,Low
STU05762,Male,12,65.3,1.9,67.4,79.2,48.7,65.5,66.8,Low
STU05763,Male,11,64.3,1.2,74.6,63.3,81.1,75.5,72.7,Low
STU05764,Female,9,79.0,5.5,63.9,70.7,71.9,73.1,69.4,High
STU05765,Female,10,62.2,1.0,63.7,62.0,77.4,71.1,67.4,Low
STU05766,Female,10,62.4,4.7,72.1,81.7,45.4,67.3,68.7,Medium
STU05767,Male,9,77.9,3.4,67.0,72.1,55.4,56.5,64.1,Medium
STU05768,Male,10,97.7,7.7,59.8,73.0,81.4,84.9,73.1,High
STU05769,Male,11,80.3,2.4,51.6,70.4,58.2,55.5,59.3,Medium
STU05770,Female,10,42.0,2.8,51.9,69.2,77.7,75.3,66.9,Low
STU05771,Male,11,70.7,2.9,46.0,54.4,53.0,58.6,52.4,Medium
STU05772,Female,12,64.4,7.7,66.8,72.7,61.6,72.2,68.6,Medium
STU05773,Male,9,78.5,5.2,76.0,62.1,84.7,59.3,70.2,Medium
STU05774,Male,12,80.2,4.5,66.0,73.7,48.5,51.9,62.0,Medium
STU05775,Female,9,88.9,6.3,67.8,77.6,60.3,51.8,66.0,High
STU05776,Male,11,66.3,3.6,55.7,63.0,63.4,64.9,61.3,Medium
STU05777,Female,11,69.0,3.4,59.9,58.6,57.5,78.5,62.8,Medium
STU05778,Female,12,90.4,6.4,69.6,64.5,75.3,72.0,69.7,High
STU05779,Female,11,73.0,2.8,55.6,66.4,55.5,70.1,61.7,Low
STU05780,Female,9,90.1,5.6,73.5,68.0,59.1,70.8,68.4,High
STU05781,Female,9,87.1,4.0,57.5,44.0,58.4,80.4,58.2,Medium
STU05782,Female,11,73.6,4.1,62.3,46.7,69.4,68.0,60.2,Medium
STU05783,Female,9,63.1,6.0,50.3,68.2,57.0,81.2,63.2,Medium
STU05784,Female,11,94.3,6.7,65.5,70.4,62.6,61.4,65.6,High
STU05785,Male,10,93.5,6.0,74.5,57.8,52.3,71.6,64.5,High
STU05786,Female,11,65.9,3.2,75.0,70.6,54.0,70.7,68.6,Low
STU05787,Female,9,88.3,2.3,57.4,77.6,64.3,68.5,67.1,Medium
STU05788,Male,11,45.9,2.9,72.5,71.4,58.5,58.7,66.6,Low
STU05789,Male,9,64.8,2.4,64.9,75.5,62.9,64.0,67.5,Low
STU05790,Female,9,94.0,7.0,61.9,61.6,64.2,59.2,61.7,High
STU05791,Female,9,65.9,4.1,63.5,66.8,58.6,69.8,64.8,Medium
STU05792,Male,10,83.6,4.7,63.4,61.7,74.6,64.5,65.4,Medium
STU05793,Female,12,45.7,2.5,68.5,71.4,65.6,75.3,70.1,Low
STU05794,Male,10,65.1,2.9,53.2,79.4,54.6,57.5,62.2,Low
STU05795,Female,11,84.1,3.4,65.7,62.4,59.4,69.5,64.2,Medium
STU05796,Male,10,62.0,1.9,66.6,53.7,61.2,56.2,59.6,Low
STU05797,Female,11,93.6,6.5,55.7,60.3,64.8,74.4,62.6,High
STU05798,Male,9,74.4,1.4,71.5,68.0,59.3,68.2,67.4,Low
STU05799,Male,12,48.6,2.5,60.9,72.1,70.4,79.9,70.0,Low
STU05800,Male,10,92.2,6.7,68.5,71.1,59.7,63.9,66.6,High
STU05801,Male,9,89.6,5.1,60.1,68.3,54.7,60.1,61.5,Medium
STU05802,Male,11,82.6,6.5,61.6,67.1,67.4,81.7,68.4,High
STU05803,Male,9,73.9,1.8,43.4,76.4,67.9,67.2,63.0,Medium
STU05804,Female,9,59.2,2.5,80.3,63.8,70.0,53.1,67.8,Low
STU05805,Female,10,80.3,3.5,70.6,73.7,55.9,94.6,73.4,Medium
STU05806,Male,11,95.8,6.8,67.8,62.6,69.4,62.7,65.5,High
STU05807,Female,10,67.4,2.7,63.1,68.4,73.1,58.4,65.8,Medium
STU05808,Female,12,72.5,3.1,54.6,70.1,71.5,70.5,65.8,Low
STU05809,Female,12,69.1,4.0,58.2,83.4,78.3,78.4,73.8,Medium
STU05810,Male,12,76.9,2.6,59.4,68.5,83.2,71.9,69.4,Medium
STU05811,Female,9,86.9,9.5,66.8,60.2,59.0,72.8,64.5,High
STU05812,Male,12,73.2,2.2,68.2,68.2,58.9,52.2,63.1,Low
STU05813,Male,10,45.0,1.1,69.2,55.1,60.6,73.7,64.2,Low
STU05814,Male,9,74.4,1.0,67.7,88.8,63.6,57.1,71.1,Medium
STU05815,Female,10,88.4,7.4,50.2,67.8,58.1,77.6,62.5,High
STU05816,Male,10,78.9,6.0,74.5,62.0,73.9,60.2,67.8,High
STU05817,Female,9,94.7,6.1,66.7,54.8,74.4,69.4,65.2,High
STU05818,Female,10,63.6,4.3,64.5,75.8,61.5,60.0,66.4,Medium
STU05819,Male,9,61.8,0.5,67.2,80.9,69.1,63.9,71.0,Low
STU05820,Female,9,70.1,5.7,71.1,68.7,74.6,54.1,67.7,Medium
STU05821,Male,12,34.4,1.2,63.6,64.3,67.7,62.6,64.4,Low
STU05822,Female,9,76.3,2.7,56.9,78.2,67.2,62.6,66.5,Medium
STU05823,Female,9,78.2,4.3,71.1,78.2,59.7,70.5,70.8,Medium
STU05824,Male,10,75.5,1.3,59.4,73.2,66.8,38.5,60.8,Medium
STU05825,Male,10,86.5,5.4,62.3,69.2,61.9,73.4,66.5,High
STU05826,Female,9,77.8,4.5,73.4,69.1,76.2,83.5,74.7,Medium
STU05827,Female,12,69.4,3.4,72.0,66.0,72.5,55.3,67.0,Medium
STU05828,Female,12,92.0,5.8,68.8,74.4,65.1,69.6,69.9,High
STU05829,Male,11,72.0,3.1,51.8,52.8,48.8,82.6,57.7,Medium
STU05830,Male,10,76.3,6.9,66.5,62.0,61.1,53.6,61.5,Medium
STU05831,Male,10,52.8,3.9,60.9,76.5,66.0,66.3,67.7,Low
STU05832,Male,12,69.6,3.3,75.3,68.4,64.0,66.2,69.2,Medium
STU05833,Male,9,57.9,3.5,64.7,67.5,67.1,60.4,65.2,Low
STU05834,Female,11,75.4,4.6,62.7,62.1,50.5,67.8,61.1,Medium
STU05835,Female,9,67.6,1.5,58.3,69.4,64.6,67.0,64.6,Low
STU05836,Male,11,71.7,1.8,71.7,58.6,71.3,61.8,65.7,Medium
STU05837,Male,11,54.1,1.5,80.9,73.1,63.9,69.5,72.9,Low
STU05838,Female,9,72.1,3.2,64.7,71.8,58.2,71.8,67.0,Medium
STU05839,Male,12,62.0,6.7,62.2,59.8,67.6,60.9,62.3,Medium
STU05840,Male,10,78.3,4.1,64.2,75.0,75.0,78.2,72.4,Medium
STU05841,Male,12,61.6,3.2,71.8,60.4,58.5,72.7,65.9,Medium
STU05842,Female,10,85.0,7.2,59.9,60.5,61.7,61.6,60.8,High
STU05843,Female,11,86.3,4.3,67.3,69.9,68.2,62.3,67.3,High
STU05844,Female,12,83.8,5.3,58.8,66.2,69.3,72.0,65.8,High
STU05845,Male,10,48.4,3.4,62.1,65.4,68.8,73.1,66.6,Low
STU05846,Female,9,87.0,5.3,68.0,67.3,54.8,81.0,67.8,High
STU05847,Female,9,78.1,6.5,59.7,65.3,70.0,70.3,65.6,High
STU05848,Female,10,86.9,5.0,63.1,70.5,52.2,67.7,64.1,Medium
STU05849,Female,10,81.2,2.2,69.5,63.0,71.6,76.6,69.4,Medium
STU05850,Female,11,83.8,2.1,59.4,63.4,61.0,54.1,59.9,Medium
STU05851,Male,10,89.0,6.6,66.8,67.6,70.9,61.8,66.9,High
STU05852,Male,12,76.1,1.7,40.7,59.9,55.3,65.1,54.3,Low
STU05853,Male,11,75.9,2.2,49.9,57.4,65.2,66.9,58.6,Low
STU05854,Male,10,53.9,1.8,54.4,66.2,56.0,62.6,59.9,Low
STU05855,Female,9,67.3,2.5,67.2,64.0,60.8,54.7,62.5,Medium
STU05856,Male,9,51.8,1.9,54.2,76.7,65.4,55.8,63.5,Low
STU05857,Male,11,98.4,7.5,61.8,70.9,65.0,57.9,64.4,High
STU05858,Female,11,82.6,6.0,68.4,75.0,71.4,63.3,70.0,High
STU05859,Male,9,93.6,8.2,80.1,72.9,72.6,64.5,73.3,High
STU05860,Female,9,72.4,1.8,61.9,78.9,55.1,67.4,66.7,Medium
STU05861,Male,11,64.7,1.2,65.6,63.0,58.3,86.1,67.5,Medium
STU05862,Male,10,74.5,3.8,69.3,69.8,58.8,56.8,64.8,Medium
STU05863,Male,11,88.2,5.8,66.6,79.8,57.5,51.8,65.8,High
STU05864,Male,9,76.9,2.6,58.0,64.5,51.7,78.7,62.8,Medium
STU05865,Female,9,65.9,2.9,62.0,71.6,70.4,63.8,66.9,Medium
STU05866,Male,12,76.4,4.9,61.7,70.5,51.5,73.5,64.7,Medium
STU05867,Female,9,71.5,1.7,58.6,58.2,71.0,65.6,62.4,Medium
STU05868,Male,12,81.1,5.1,64.7,65.8,61.7,72.1,65.9,High
STU05869,Male,12,61.6,0.5,70.5,75.8,63.0,67.6,70.0,Low
STU05870,Female,10,65.6,4.9,55.4,71.4,86.4,56.6,66.6,Medium
STU05871,Male,11,91.5,8.0,70.1,73.5,69.0,61.1,69.1,High
STU05872,Female,11,80.1,6.5,68.9,52.1,66.8,64.2,62.5,High
STU05873,Male,10,77.2,3.8,65.1,78.6,80.3,59.7,71.1,Medium
STU05874,Male,9,45.5,1.8,58.5,69.8,58.4,74.4,65.0,Low
STU05875,Female,12,68.9,4.2,62.0,90.4,74.5,75.1,75.6,Medium
STU05876,Female,12,83.5,4.0,49.2,67.7,64.4,77.0,63.4,Medium
STU05877,Female,12,54.3,2.3,51.0,63.3,74.5,70.6,63.3,Low
STU05878,Male,10,78.6,4.2,67.1,69.8,65.3,59.9,66.1,Medium
STU05879,Male,11,73.7,5.6,68.9,53.9,54.4,68.2,61.4,Medium
STU05880,Male,10,78.0,3.8,63.6,69.6,63.5,60.3,64.7,Medium
STU05881,Male,12,100.0,5.0,59.3,61.6,68.7,67.7,63.6,High
STU05882,Female,9,78.1,4.6,73.1,59.8,56.9,70.8,65.4,Medium
STU05883,Female,12,74.9,4.7,61.6,69.7,72.0,69.5,67.7,Medium
STU05884,Female,10,44.3,2.5,60.3,65.5,71.9,80.2,68.2,Low
STU05885,Male,11,68.5,6.1,58.1,41.3,62.5,64.5,55.2,Medium
STU05886,Male,12,60.8,3.6,62.0,68.8,47.0,67.4,62.1,Medium
STU05887,Male,9,67.2,6.2,62.3,56.7,50.9,66.5,59.2,Medium
STU05888,Female,11,73.4,3.9,60.7,61.7,55.9,71.2,62.1,Low
STU05889,Male,12,64.5,0.7,67.1,77.3,72.8,65.6,71.0,Low
STU05890,Male,12,75.7,3.7,64.2,77.8,58.2,63.9,67.0,Medium
STU05891,Male,11,66.6,4.4,73.0,52.7,71.4,83.8,68.8,Medium
STU05892,Male,11,75.5,1.0,65.7,50.5,64.4,63.6,60.5,Medium
STU05893,Female,9,66.8,7.3,61.8,77.0,61.9,54.5,64.9,Medium
STU05894,Male,10,91.1,6.0,62.6,70.2,55.0,55.4,61.9,High
STU05895,Male,10,71.8,5.5,61.4,89.9,65.1,60.8,70.6,Medium
STU05896,Female,12,92.3,5.4,65.9,69.3,58.3,61.0,64.4,High
STU05897,Male,10,54.0,0.6,55.8,56.6,53.3,60.0,56.4,Low
STU05898,Female,9,79.6,3.7,69.3,69.9,74.2,79.3,72.5,Medium
STU05899,Female,12,42.4,2.8,64.9,67.9,57.7,64.4,64.3,Low
STU05900,Male,12,74.9,5.9,66.6,67.3,67.3,75.0,68.6,Medium
STU05901,Female,10,73.4,4.2,95.5,49.9,57.1,73.1,69.7,Medium
STU05902,Male,12,62.7,3.9,67.9,63.5,67.8,65.4,66.1,Medium
STU05903,Female,9,100.0,6.0,71.8,68.2,59.0,69.1,67.6,High
STU05904,Female,10,73.0,2.7,68.7,61.9,62.9,59.1,63.6,Medium
STU05905,Female,9,93.7,9.0,61.8,80.0,68.5,60.3,68.3,High
STU05906,Female,11,75.6,4.1,62.6,83.1,69.2,68.9,71.3,Medium
STU05907,Male,11,70.6,4.2,51.8,66.4,76.8,55.6,61.9,Medium
STU05908,Female,11,61.9,2.7,76.8,68.4,68.4,71.5,71.5,Low
STU05909,Female,12,97.9,6.1,58.1,75.2,70.2,65.4,67.1,High
STU05910,Male,9,94.8,6.7,57.7,64.7,72.5,61.9,63.6,High
STU05911,Male,12,60.9,3.1,63.1,66.4,52.9,81.1,65.6,Medium
STU05912,Male,11,79.0,1.3,57.3,55.2,66.3,68.4,60.7,Low
STU05913,Female,12,79.2,5.7,78.2,63.2,62.0,54.1,65.6,Medium
STU05914,Female,10,64.8,3.9,72.5,73.8,72.6,78.7,74.2,Medium
STU05915,Female,11,63.6,5.5,59.9,67.0,69.5,58.6,63.7,Medium
STU05916,Female,9,84.8,5.6,60.0,60.5,61.8,68.6,62.2,High
STU05917,Female,12,54.4,3.0,59.4,73.7,54.1,78.9,66.5,Low
STU05918,Female,10,88.2,1.7,66.1,58.1,60.2,70.4,63.4,Medium
STU05919,Female,10,73.6,1.8,67.9,66.4,69.1,61.0,66.3,Medium
STU05920,Female,10,70.8,2.7,75.6,77.0,61.3,67.8,71.6,Medium
STU05921,Male,10,91.4,7.4,76.3,70.9,59.5,72.1,70.5,High
STU05922,Male,9,66.7,3.0,80.4,77.2,65.2,54.5,71.2,Low
STU05923,Male,11,89.8,4.3,67.3,66.8,70.8,52.2,64.8,High
STU05924,Female,9,70.9,5.4,44.8,59.0,69.5,57.3,56.5,Medium
STU05925,Female,12,100.0,7.0,62.2,72.9,59.7,66.2,65.7,High
STU05926,Male,12,77.3,3.1,56.6,69.3,57.9,70.6,63.5,Medium
STU05927,Male,12,46.9,2.3,66.3,63.4,53.4,73.1,64.2,Low
STU05928,Male,10,79.1,4.2,63.9,65.4,69.8,61.8,65.1,Medium
STU05929,Male,9,89.5,5.1,62.3,66.0,58.3,69.2,64.0,Medium
STU05930,Male,10,55.7,1.5,55.3,67.8,71.0,66.5,64.4,Low
STU05931,Male,11,92.5,4.7,70.3,55.5,64.4,68.8,64.4,High
STU05932,Female,10,77.6,3.7,61.4,58.7,74.5,78.4,66.6,Medium
STU05933,Male,10,90.1,5.9,58.8,68.6,68.6,54.8,62.9,High
STU05934,Female,9,59.1,3.0,71.0,66.6,59.7,53.7,64.0,Low
STU05935,Male,11,76.9,2.6,68.0,68.7,58.9,64.7,65.7,Medium
STU05936,Male,10,81.3,3.8,69.9,57.1,55.2,43.9,57.9,Medium
STU05937,Female,11,82.6,1.7,57.5,70.3,82.4,72.1,69.2,Medium
STU05938,Female,11,89.6,6.2,75.9,70.9,62.2,67.3,69.9,High
STU05939,Female,12,89.3,6.0,62.1,63.9,70.9,51.5,62.3,High
STU05940,Male,11,66.9,1.0,48.3,76.2,56.0,68.8,62.3,Medium
STU05941,Male,11,70.6,7.3,67.9,60.3,66.5,65.4,64.8,Medium
STU05942,Male,11,90.5,7.0,55.5,64.1,69.7,59.7,61.8,High
STU05943,Male,12,90.7,6.0,65.0,54.2,85.4,74.5,67.7,High
STU05944,Male,9,59.1,1.6,68.1,75.5,67.5,62.6,69.1,Low
